,Name,Overall,Potential,Performance,Country,Club,Preferred Foot,Weak Foot,Skill Moves,Height,Offensive Work Rate,Defensive Work Rate,Value,Wage,ID,Crosses,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,FK Accuracy,Long Passing,Ball Control,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive Awareness,Standing Tackle,Sliding Tackle,Goalkeeping Diving,Goalkeeping Handling,Goalkeeping Kicking,Goalkeeping Positioning,Goalkeeping Reflexes,player_id,player_url,fifa_version,fifa_update,update_as_of,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_team_id,club_name,league_id,league_name,league_level,club_position,club_jersey_number,club_loaned_from,club_joined_date,club_contract_valid_until_year,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,release_clause_eur,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk
4401,Joseda,61,70,65.5,Spain,Valencia CF,Right,3,2,181,Medium,Medium,€675K,€3K,264237,55,34,62,63,57,55,57,61,62,62,55,55,60,55,57,64,65,55,60,63,63,60,42,41,41,41,61,59,60,10,7,8,6,6,264237,/player/264237/jose-david-menargues/230002,23.0,2.0,2022-09-26,Joseda,José David Menargues,"RB, CB",61,70,675000.0,3000.0,20,2002-05-01,181,72,461.0,Valencia,53.0,La Liga,1.0,RES,34.0,,2021-07-01,2023.0,45,Spain,,,,Right,3,2,1,Medium/Medium,Normal (170-185),No,1600000.0,,Power Free-Kick,55.0,48.0,56.0,57.0,60.0,60.0,55,34,62,63,57,55,57,61,62,62,55,55,60,55,57,64,65,55,60,63,63,60,42,41,41,41.0,61,59,60,10,7,8,6,6,,53+2,53+2,53+2,53,53,53,53,53,54+2,54+2,54+2,54+2,56+2,56+2,56+2,54+2,58+2,60+2,60+2,60+2,58+2,59+2,60+2,60+2,60+2,59+2,13+2
4402,F. Genç,61,70,65.5,Turkey,GZT Giresunspor,Left,2,2,180,High,Medium,€700K,€2K,261169,56,39,54,42,40,61,62,39,26,58,68,67,53,56,63,50,58,60,60,42,56,55,49,40,39,46,58,65,63,7,10,15,10,14,261169,/player/261169/faruk-can-genc/230002,23.0,2.0,2022-09-26,F. Genç,Faruk Can Genç,LB,61,70,700000.0,2000.0,22,2000-02-16,180,78,112120.0,Giresunspor,68.0,Super Lig,1.0,SUB,99.0,,2022-09-07,2024.0,48,Turkey,,,,Left,2,2,1,High/Medium,Normal (170-185),No,1500000.0,,,67.0,42.0,43.0,58.0,60.0,59.0,56,39,54,42,40,61,62,39,26,58,68,67,53,56,63,50,58,60,60,42,56,55,49,40,39,46.0,58,65,63,7,10,15,10,14,,52+2,52+2,52+2,53,52,52,52,53,49+2,49+2,49+2,53+2,48+2,48+2,48+2,53+2,58+2,52+2,52+2,52+2,58+2,59+2,58+2,58+2,58+2,59+2,16+2
4403,B. Küpelikılınç,59,72,65.5,Germany,Gazişehir Gaziantep F.K.,Right,2,2,172,Medium,High,€500K,€1K,271392,52,32,53,58,33,63,44,33,57,58,61,64,59,55,61,54,61,57,45,45,49,52,49,38,48,43,54,63,60,6,7,12,8,11,271392,/player/271392/berkan-kupelikilinc/230002,23.0,2.0,2022-09-26,B. Küpelikılınç,Berkan Küpelikılınç,RB,59,72,500000.0,1000.0,19,2003-01-14,172,69,110776.0,Gaziantep F.K.,68.0,Super Lig,1.0,RES,2.0,,2022-08-11,2026.0,21,Germany,,,,Right,2,2,1,Medium/High,Normal (170-185),No,1300000.0,,,63.0,41.0,51.0,60.0,57.0,50.0,52,32,53,58,33,63,44,33,57,58,61,64,59,55,61,54,61,57,45,45,49,52,49,38,48,43.0,54,63,60,6,7,12,8,11,,50+2,50+2,50+2,54,52,52,52,54,53+2,53+2,53+2,55+2,54+2,54+2,54+2,55+2,57+2,55+2,55+2,55+2,57+2,57+2,55+2,55+2,55+2,57+2,13+2
4404,A. Aidonis,61,70,65.5,Germany,VfB Stuttgart,Right,3,2,185,Medium,Medium,€700K,€3K,246328,33,25,56,47,35,42,35,31,43,47,55,55,65,60,64,48,73,54,66,25,55,61,26,39,41,45,63,65,62,7,8,15,10,8,246328,/player/246328/antonis-aidonis/230002,23.0,2.0,2022-09-26,A. Aidonis,Antonis Aidonis,"CB, RB",61,70,700000.0,3000.0,21,2001-05-22,185,85,36.0,VfB Stuttgart,19.0,Bundesliga,1.0,RES,37.0,,2018-11-10,2023.0,21,Germany,,,,Right,3,2,1,Medium/Medium,Normal (185+),No,1400000.0,,,55.0,31.0,41.0,48.0,62.0,61.0,33,25,56,47,35,42,35,31,43,47,55,55,65,60,64,48,73,54,66,25,55,61,26,39,41,45.0,63,65,62,7,8,15,10,8,,43+2,43+2,43+2,42,42,42,42,42,43+2,43+2,43+2,43+2,46+2,46+2,46+2,43+2,54+2,55+2,55+2,55+2,54+2,56+2,61+2,61+2,61+2,56+2,14+2
4405,G. Strauch,60,71,65.5,Germany,1. FC Köln,Right,3,2,178,Medium,Medium,€525K,€3K,270016,52,41,51,64,37,65,49,46,59,67,66,55,69,60,66,51,68,61,58,44,57,54,40,58,44,49,52,60,58,15,8,9,11,14,270016,/player/270016/georg-strauch/230002,23.0,2.0,2022-09-26,G. Strauch,Georg Strauch,"CDM, RB",60,71,525000.0,3000.0,21,2001-03-30,178,72,31.0,FC Köln,19.0,Bundesliga,1.0,RES,48.0,,2022-07-01,2024.0,21,Germany,,,,Right,3,2,1,Medium/Medium,Normal (170-185),No,1100000.0,,,60.0,44.0,58.0,65.0,55.0,59.0,52,41,51,64,37,65,49,46,59,67,66,55,69,60,66,51,68,61,58,44,57,54,40,58,44,49.0,52,60,58,15,8,9,11,14,,52+2,52+2,52+2,57,56,56,56,57,58+2,58+2,58+2,59+2,59+2,59+2,59+2,59+2,59+2,59+2,59+2,59+2,59+2,58+2,57+2,57+2,57+2,58+2,17+2
4406,M. Kapı,60,71,65.5,Turkey,Adana Demirspor,Right,3,3,175,Medium,Low,€525K,€2K,240892,54,55,48,67,47,69,62,55,65,65,67,66,69,53,90,62,61,34,33,54,48,51,49,64,56,64,53,54,49,5,7,13,12,9,240892,/player/240892/mustafa-kapi/230002,23.0,2.0,2022-09-26,M. Kapı,Mustafa Kapı,CM,60,75,575000.0,2000.0,19,2002-08-08,175,62,101016.0,Adana Demirspor,68.0,Super Lig,1.0,RES,6.0,,2022-01-08,2025.0,48,Turkey,,,,Right,3,3,1,Medium/Low,Lean (170-185),No,1500000.0,,,66.0,56.0,63.0,68.0,52.0,38.0,54,55,48,67,47,69,62,55,65,65,67,66,69,53,90,62,61,34,33,54,48,51,49,64,56,64.0,53,54,49,5,7,13,12,9,,56+2,56+2,56+2,61,61,61,61,61,62+2,62+2,62+2,61+2,60+2,60+2,60+2,61+2,55+2,55+2,55+2,55+2,55+2,54+2,51+2,51+2,51+2,54+2,13+2
4407,G. Sánchez,61,70,65.5,Peru,FC Emmen,Right,3,2,182,Medium,Medium,€750K,€2K,256182,28,63,63,55,53,61,32,40,40,64,66,54,60,45,67,61,62,62,65,59,53,23,65,51,59,49,16,19,15,5,10,14,15,7,256182,/player/256182/gonzalo-sanchez/230002,23.0,2.0,2022-09-26,G. Sánchez,Gonzalo Gabriel Sánchez Franco,ST,61,70,750000.0,2000.0,22,2000-05-06,182,72,100628.0,FC Emmen,10.0,Eredivisie,1.0,SUB,15.0,,2022-07-05,2024.0,59,Peru,,,,Right,3,2,1,Medium/Medium,Normal (170-185),No,1200000.0,,,59.0,61.0,45.0,61.0,23.0,62.0,28,63,63,55,53,61,32,40,40,64,66,54,60,45,67,61,62,62,65,59,53,23,65,51,59,49.0,16,19,15,5,10,14,15,7,,61+2,61+2,61+2,57,59,59,59,57,57+2,57+2,57+2,55+2,51+2,51+2,51+2,55+2,39+2,40+2,40+2,40+2,39+2,37+2,37+2,37+2,37+2,37+2,13+2
4408,J. Italiano,61,70,65.5,Australia,Borussia Mönchengladbach,Right,2,3,177,High,Medium,€725K,€3K,241552,55,53,36,60,50,68,63,48,56,66,77,69,79,50,77,68,64,55,42,51,40,41,51,49,50,56,39,57,49,7,7,9,10,5,241552,/player/241552/jacob-italiano/230002,23.0,2.0,2022-09-26,J. Italiano,Jacob Michael Italiano,"LM, RM, LB",61,70,725000.0,3000.0,20,2001-07-30,177,68,23.0,Borussia Mönchengladbach,19.0,Bundesliga,1.0,RES,35.0,,2019-07-30,2024.0,195,Australia,,,,Right,2,3,1,High/Medium,Lean (170-185),No,1400000.0,,,73.0,55.0,56.0,67.0,46.0,46.0,55,53,36,60,50,68,63,48,56,66,77,69,79,50,77,68,64,55,42,51,40,41,51,49,50,56.0,39,57,49,7,7,9,10,5,,56+2,56+2,56+2,61,59,59,59,61,59+2,59+2,59+2,60+2,56+2,56+2,56+2,60+2,55+2,52+2,52+2,52+2,55+2,53+2,47+2,47+2,47+2,53+2,12+2
4409,K. Abazaj,65,66,65.5,Albania,İstanbulspor,Left,3,2,183,Medium,Medium,€850K,€4K,243232,63,68,35,56,58,66,56,51,46,59,78,83,72,55,67,66,77,60,63,65,35,36,63,58,61,62,31,21,24,9,13,8,7,13,243232,/player/243232/kristal-abazaj/230002,23.0,2.0,2022-09-26,K. Abazaj,Kristal Abazaj,"RW, LW, ST",65,66,850000.0,4000.0,25,1996-07-06,183,75,746.0,İstanbulspor,68.0,Super Lig,1.0,SUB,7.0,,2020-09-21,2023.0,1,Albania,,,,Left,3,2,1,Medium/Medium,Normal (170-185),No,1700000.0,,,81.0,66.0,56.0,64.0,29.0,57.0,63,68,35,56,58,66,56,51,46,59,78,83,72,55,67,66,77,60,63,65,35,36,63,58,61,62.0,31,21,24,9,13,8,7,13,,62+2,62+2,62+2,65,63,63,63,65,62+2,62+2,62+2,63+2,55+2,55+2,55+2,63+2,50+2,44+2,44+2,44+2,50+2,47+2,39+2,39+2,39+2,47+2,15+2
4410,D. Nunumete,60,71,65.5,Netherlands,SC Heerenveen,Left,3,2,175,Medium,Medium,€550K,€1K,264165,62,50,45,69,48,63,54,55,66,65,67,63,74,59,76,55,56,42,47,47,57,49,46,58,50,66,54,57,61,14,8,5,7,9,264165,/player/264165/djenahro-nunumete/230002,23.0,2.0,2022-09-26,D. Nunumete,Djenahro Nunumete,"CM, LWB",60,71,550000.0,1000.0,20,2002-01-28,175,65,1913.0,SC Heerenveen,10.0,Eredivisie,1.0,SUB,21.0,,2019-05-07,2024.0,34,Netherlands,,,,Left,3,2,1,Medium/Medium,Lean (170-185),No,908000.0,,,65.0,50.0,64.0,65.0,54.0,48.0,62,50,45,69,48,63,54,55,66,65,67,63,74,59,76,55,56,42,47,47,57,49,46,58,50,66.0,54,57,61,14,8,5,7,9,,55+2,55+2,55+2,60,58,58,58,60,61+2,61+2,61+2,60+2,60+2,60+2,60+2,60+2,58+2,58+2,58+2,58+2,58+2,58+2,55+2,55+2,55+2,58+2,15+2
4411,Carlos Beitia,61,70,65.5,Spain,RC Celta de Vigo,Right,3,4,185,Medium,Medium,€725K,€3K,264094,46,50,38,62,36,65,46,45,65,63,62,64,63,61,58,40,52,65,62,52,36,51,52,60,41,57,33,59,41,15,12,13,15,5,264094,/player/264094/carlos-beitia-cardos/230002,23.0,2.0,2022-09-26,Carlos Beitia,Carlos Beitia Cardos,"CM, RM, LM",61,70,725000.0,3000.0,22,2000-02-15,185,77,450.0,Celta de Vigo,53.0,La Liga,1.0,RES,40.0,,2021-07-09,2026.0,45,Spain,,,,Right,3,4,1,Medium/Medium,Lean (185+),No,1700000.0,,,63.0,47.0,57.0,63.0,46.0,57.0,46,50,38,62,36,65,46,45,65,63,62,64,63,61,58,40,52,65,62,52,36,51,52,60,41,57.0,33,59,41,15,12,13,15,5,,53+2,53+2,53+2,59,58,58,58,59,60+2,60+2,60+2,60+2,61+2,61+2,61+2,60+2,55+2,56+2,56+2,56+2,55+2,53+2,49+2,49+2,49+2,53+2,17+2
4412,B. Scholte,61,70,65.5,Netherlands,FC Emmen,Right,3,2,185,High,Medium,€725K,€1K,258742,54,59,45,64,52,66,56,49,61,64,52,53,62,58,67,63,55,59,70,52,46,34,55,62,54,53,45,39,47,13,7,12,14,7,258742,/player/258742/ben-scholte/230002,23.0,2.0,2022-09-26,B. Scholte,Ben Scholte,"CAM, CM",61,70,725000.0,1000.0,20,2001-08-10,185,79,100628.0,FC Emmen,10.0,Eredivisie,1.0,SUB,19.0,,2020-05-25,2023.0,34,Netherlands,,,,Right,3,2,1,High/Medium,Lean (185+),No,1200000.0,,,53.0,58.0,60.0,64.0,41.0,62.0,54,59,45,64,52,66,56,49,61,64,52,53,62,58,67,63,55,59,70,52,46,34,55,62,54,53.0,45,39,47,13,7,12,14,7,,58+2,58+2,58+2,60,60,60,60,60,61+2,61+2,61+2,60+2,59+2,59+2,59+2,60+2,52+2,52+2,52+2,52+2,52+2,50+2,48+2,48+2,48+2,50+2,16+2
4413,A. Demirel,60,71,65.5,Turkey,Kasimpaşa SK,Left,3,3,176,High,Low,€525K,€1K,271355,48,50,41,59,45,72,57,52,62,69,68,64,70,55,72,63,59,53,50,47,49,31,44,55,53,61,45,35,44,9,13,11,5,7,271355,/player/271355/ali-demirel/230002,23.0,2.0,2022-09-26,A. Demirel,Ali Sühan Demirel,CAM,60,71,525000.0,1000.0,19,2003-01-02,176,72,111339.0,Kasımpaşa,68.0,Super Lig,1.0,RES,99.0,,2022-07-01,2025.0,48,Turkey,,,,Left,3,3,1,High/Low,Normal (170-185),No,1200000.0,,Technical Dribbler (AI),66.0,52.0,56.0,70.0,39.0,51.0,48,50,41,59,45,72,57,52,62,69,68,64,70,55,72,63,59,53,50,47,49,31,44,55,53,61.0,45,35,44,9,13,11,5,7,,55+2,55+2,55+2,60,59,59,59,60,60+2,60+2,60+2,60+2,56+2,56+2,56+2,60+2,51+2,50+2,50+2,50+2,51+2,49+2,45+2,45+2,45+2,49+2,14+2
4414,B. Yıldız,65,66,65.5,Turkey,Adana Demirspor,Left,3,3,178,Medium,Low,€850K,€6K,242244,61,69,57,62,70,68,60,54,59,65,72,71,73,49,64,68,60,53,65,69,43,20,72,52,68,51,30,27,27,15,6,8,9,8,242244,/player/242244/berk-yildiz/230002,23.0,2.0,2022-09-26,B. Yıldız,Berk Yıldız,"LW, LM",65,66,850000.0,6000.0,26,1996-01-09,178,74,101016.0,Adana Demirspor,68.0,Super Lig,1.0,RES,70.0,,2022-07-01,2025.0,48,Turkey,,,,Left,3,3,1,Medium/Low,Normal (170-185),No,1800000.0,,,71.0,69.0,59.0,66.0,30.0,57.0,61,69,57,62,70,68,60,54,59,65,72,71,73,49,64,68,60,53,65,69,43,20,72,52,68,51.0,30,27,27,15,6,8,9,8,,66,66,66,65,65,65,65,65,64+2,64+2,64+2,63+2,57+2,57+2,57+2,63+2,47+2,45+2,45+2,45+2,47+2,45+2,41+2,41+2,41+2,45+2,14+2
4415,M. Pagliuca,60,71,65.5,Italy,Bologna,Right,4,2,188,Medium,Medium,€550K,€4K,260084,52,61,60,55,47,64,49,43,46,61,61,64,63,56,48,59,65,50,65,56,51,14,61,55,61,55,18,21,14,13,6,11,10,5,260084,/player/260084/mattia-pagliuca/230002,23.0,2.0,2022-09-26,M. Pagliuca,Mattia Pagliuca,ST,60,71,550000.0,4000.0,20,2002-04-25,188,75,189.0,Bologna,31.0,Serie A,1.0,RES,44.0,,2020-11-08,2026.0,27,Italy,,,,Right,4,2,1,Medium/Medium,Normal (185+),No,1000000.0,,,63.0,59.0,52.0,61.0,22.0,58.0,52,61,60,55,47,64,49,43,46,61,61,64,63,56,48,59,65,50,65,56,51,14,61,55,61,55.0,18,21,14,13,6,11,10,5,,60+2,60+2,60+2,59,60,60,60,59,59+2,59+2,59+2,58+2,52+2,52+2,52+2,58+2,41+2,39+2,39+2,39+2,41+2,39+2,37+2,37+2,37+2,39+2,14+2
4416,D. Sambissa,65,66,65.5,Gabon,SC Cambuur,Left,3,3,177,Medium,Medium,€850K,€3K,225337,67,56,45,55,44,69,45,42,41,69,80,75,76,58,72,58,60,62,57,59,69,58,63,56,46,57,54,56,58,14,7,11,15,12,225337,/player/225337/david-sambissa/230002,23.0,2.0,2022-09-26,D. Sambissa,David Sambissa,"RW, LW, LB",65,66,850000.0,3000.0,26,1996-01-11,177,70,647.0,SC Cambuur,10.0,Eredivisie,1.0,SUB,18.0,,2018-07-01,2023.0,115,Gabon,,,,Left,3,3,1,Medium/Medium,Lean (170-185),No,1300000.0,,,77.0,56.0,54.0,69.0,55.0,61.0,67,56,45,55,44,69,45,42,41,69,80,75,76,58,72,58,60,62,57,59,69,58,63,56,46,57.0,54,56,58,14,7,11,15,12,,60+2,60+2,60+2,65,63,63,63,65,62+2,62+2,62+2,64+2,58+2,58+2,58+2,64+2,62+2,57+2,57+2,57+2,62+2,61+2,57+2,57+2,57+2,61+2,17+2
4417,O. Atasayar,65,66,65.5,Turkey,Ümraniyespor,Left,3,2,184,Medium,Medium,€750K,€4K,237374,65,59,58,60,48,63,57,41,51,60,74,72,66,56,60,61,61,66,68,58,58,60,65,51,48,58,62,66,64,10,9,7,10,8,237374,/player/237374/onur-atasayar/230002,23.0,2.0,2022-09-26,O. Atasayar,Onur Atasayar,"LB, LM",65,66,750000.0,4000.0,27,1995-01-01,184,74,113796.0,Ümraniyespor,68.0,Super Lig,1.0,SUB,16.0,,2022-07-21,2023.0,48,Turkey,,,,Left,3,2,1,Medium/Medium,Normal (170-185),No,1500000.0,,Giant Throw-in,73.0,58.0,57.0,62.0,63.0,65.0,65,59,58,60,48,63,57,41,51,60,74,72,66,56,60,61,61,66,68,58,58,60,65,51,48,58.0,62,66,64,10,9,7,10,8,,62+2,62+2,62+2,62,61,61,61,62,60+2,60+2,60+2,62+2,58+2,58+2,58+2,62+2,63+2,60+2,60+2,60+2,63+2,63+2,62+2,62+2,62+2,63+2,14+2
4418,M. Mert,65,66,65.5,Belgium,Atakaş Hatayspor,Left,4,3,174,Medium,Medium,€825K,€4K,202916,63,50,32,70,52,71,75,70,69,70,71,66,78,58,85,64,55,57,41,60,45,59,55,65,60,47,48,47,41,15,7,15,10,13,202916,/player/202916/muhammed-mert/230002,23.0,2.0,2022-09-26,M. Mert,Muhammed Mert,"CAM, CM",65,66,825000.0,4000.0,27,1995-02-09,174,68,101028.0,Hatayspor,68.0,Super Lig,1.0,RES,19.0,,2021-01-11,2023.0,7,Belgium,,,,Left,4,3,1,Medium/Medium,Normal (170-185),No,1700000.0,,"Long Passer (AI), Playmaker (AI)",68.0,56.0,68.0,70.0,48.0,47.0,63,50,32,70,52,71,75,70,69,70,71,66,78,58,85,64,55,57,41,60,45,59,55,65,60,47.0,48,47,41,15,7,15,10,13,,57+2,57+2,57+2,65,63,63,63,65,65+1,65+1,65+1,65+1,64+2,64+2,64+2,65+1,59+2,58+2,58+2,58+2,59+2,56+2,49+2,49+2,49+2,56+2,17+2
4419,B. Plat,62,69,65.5,Netherlands,FC Volendam,Right,2,2,191,Medium,Medium,€750K,€1K,269249,38,20,59,57,21,32,27,21,51,43,47,64,38,53,46,47,72,64,83,20,64,61,26,41,36,49,61,63,59,13,7,14,8,5,269249,/player/269249/brian-plat/230002,23.0,2.0,2022-09-26,B. Plat,Brian Plat,"CB, RB",62,69,750000.0,1000.0,22,2000-04-05,191,82,645.0,FC Volendam,10.0,Eredivisie,1.0,RB,3.0,,2019-07-01,2024.0,34,Netherlands,,,,Right,2,2,1,Medium/Medium,Normal (185+),No,1200000.0,,,56.0,27.0,46.0,39.0,61.0,74.0,38,20,59,57,21,32,27,21,51,43,47,64,38,53,46,47,72,64,83,20,64,61,26,41,36,49.0,61,63,59,13,7,14,8,5,,41+2,41+2,41+2,39,40,40,40,39,41+2,41+2,41+2,43+2,47+2,47+2,47+2,43+2,54+2,58+2,58+2,58+2,54+2,56+2,62+2,62+2,62+2,56+2,13+2
4420,Álex Revuelta,62,69,65.5,Spain,Getafe CF,Right,3,2,192,Medium,Medium,€750K,€4K,271810,26,26,61,53,24,38,42,29,48,42,64,67,40,57,45,40,71,68,74,33,64,55,27,33,35,55,57,68,62,13,9,11,13,10,271810,/player/271810/alejandro-revuelta-montero/230002,23.0,2.0,2022-09-26,Álex Revuelta,Alejandro Revuelta Montero,CB,62,69,750000.0,4000.0,22,2000-04-16,192,80,1860.0,Getafe,53.0,La Liga,1.0,RES,31.0,,2021-07-01,2023.0,45,Spain,,,,Right,3,2,1,Medium/Medium,Normal (185+),No,1700000.0,,,66.0,31.0,41.0,42.0,61.0,70.0,26,26,61,53,24,38,42,29,48,42,64,67,40,57,45,40,71,68,74,33,64,55,27,33,35,55.0,57,68,62,13,9,11,13,10,,43+2,43+2,43+2,41,42,42,42,41,42+2,42+2,42+2,44+2,46+2,46+2,46+2,44+2,54+2,56+2,56+2,56+2,54+2,57+2,62+2,62+2,62+2,57+2,16+2
4421,Héctor,65,66,65.5,Spain,GD Chaves,Right,3,3,180,Medium,Medium,€850K,€3K,214942,42,70,60,60,65,65,64,40,39,66,66,64,67,60,70,66,70,59,65,65,32,24,64,54,72,56,44,15,15,16,10,15,6,13,214942,/player/214942/hector-hernandez-marrero/230002,23.0,2.0,2022-09-26,Héctor,Héctor José Hernández Marrero,"ST, LM",63,64,575000.0,2000.0,26,1995-09-14,180,73,518.0,Chaves,308.0,Liga Portugal,1.0,ST,23.0,,2022-07-15,2023.0,45,Spain,,,,Right,3,3,1,Medium/Medium,Normal (170-185),No,1200000.0,,,65.0,64.0,51.0,65.0,30.0,53.0,42,65,60,60,55,65,64,40,39,66,66,64,67,60,70,66,70,59,56,60,32,24,64,54,72,56.0,44,15,15,16,10,15,6,13,,63+1,63+1,63+1,61,63,63,63,61,61+2,61+2,61+2,59+2,54+2,54+2,54+2,59+2,45+2,43+2,43+2,43+2,45+2,42+2,39+2,39+2,39+2,42+2,17+2
4422,C. Twigt,62,69,65.5,Netherlands,FC Volendam,Right,3,2,183,Medium,Medium,€775K,€950,269258,56,49,51,64,36,64,45,45,63,64,56,63,55,64,61,49,61,66,65,41,60,63,59,61,42,56,58,60,58,13,8,8,5,11,269258,/player/269258/calvin-twigt/230002,23.0,2.0,2022-09-26,C. Twigt,Calvin Twigt,CM,62,69,775000.0,950.0,19,2003-01-30,183,74,645.0,FC Volendam,10.0,Eredivisie,1.0,SUB,17.0,,2021-01-01,2024.0,34,Netherlands,,,,Right,3,2,1,Medium/Medium,Lean (170-185),No,1300000.0,,,60.0,47.0,60.0,63.0,59.0,64.0,56,49,51,64,36,64,45,45,63,64,56,63,55,64,61,49,61,66,65,41,60,63,59,61,42,56.0,58,60,58,13,8,8,5,11,,56+2,56+2,56+2,59,59,59,59,59,60+2,60+2,60+2,61+2,62+2,62+2,62+2,61+2,61+2,62+2,62+2,62+2,61+2,61+2,60+2,60+2,60+2,61+2,15+2
4423,A. Drakpe,59,72,65.5,Togo,Sparta Rotterdam,Right,3,2,185,Medium,Medium,€500K,€1K,258435,35,26,57,43,31,33,33,27,37,40,68,67,49,53,59,53,72,63,66,31,58,59,33,32,38,50,58,63,61,7,12,12,5,13,258435,/player/258435/augustin-drakpe/230002,23.0,2.0,2022-09-26,A. Drakpe,Augustin Drakpe,CB,59,72,500000.0,1000.0,20,2001-12-08,185,78,100646.0,Sparta Rotterdam,10.0,Eredivisie,1.0,RES,22.0,,2020-07-01,2024.0,144,Togo,,,,Right,3,2,1,Medium/Medium,Normal (185+),No,1000000.0,,,67.0,34.0,37.0,40.0,60.0,64.0,35,26,57,43,31,33,33,27,37,40,68,67,49,53,59,53,72,63,66,31,58,59,33,32,38,50.0,58,63,61,7,12,12,5,13,,44+2,44+2,44+2,41,41,41,41,41,39+2,39+2,39+2,42+2,42+2,42+2,42+2,42+2,53+2,52+2,52+2,52+2,53+2,56+2,59+2,59+2,59+2,56+2,14+2
4424,G. Gertsen,59,72,65.5,Netherlands,N.E.C. Nijmegen,Right,2,2,189,Medium,Medium,€500K,€950,262601,29,20,61,44,28,36,25,34,31,47,64,63,50,57,53,49,68,50,74,25,51,57,26,29,41,58,58,59,59,8,14,13,10,7,262601,/player/262601/guus-gertsen/230002,23.0,2.0,2022-09-26,G. Gertsen,Guus Gertsen,"CB, RB",59,72,500000.0,950.0,19,2003-04-16,189,80,1910.0,NEC,10.0,Eredivisie,1.0,SUB,30.0,,2020-07-01,2023.0,34,Netherlands,,,,Right,2,2,1,Medium/Medium,Normal (185+),No,1100000.0,,,63.0,29.0,35.0,44.0,59.0,63.0,29,20,61,44,28,36,25,34,31,47,64,63,50,57,53,49,68,50,74,25,51,57,26,29,41,58.0,58,59,59,8,14,13,10,7,,43+2,43+2,43+2,40,40,40,40,40,39+2,39+2,39+2,41+2,41+2,41+2,41+2,41+2,51+2,51+2,51+2,51+2,51+2,54+2,59+2,59+2,59+2,54+2,15+2
4425,R. Murić,65,66,65.5,Croatia,İttifak Holding Konyaspor,Left,3,3,180,Medium,Medium,€850K,€5K,224148,59,55,55,63,60,80,78,65,45,73,70,79,76,58,72,72,34,36,68,67,53,25,58,64,49,57,21,28,27,12,8,8,8,14,224148,/player/224148/robert-muric/230002,23.0,2.0,2022-09-26,R. Murić,Robert Murić,RM,65,66,850000.0,5000.0,26,1996-03-12,180,72,101033.0,Konyaspor,68.0,Super Lig,1.0,RM,11.0,,2022-06-17,2025.0,10,Croatia,,,,Left,3,3,1,Medium/Medium,Normal (170-185),No,1800000.0,,"Long Shot Taker (AI), Technical Dribbler (AI)",75.0,61.0,61.0,75.0,28.0,55.0,59,55,55,63,60,80,78,65,45,73,70,79,76,58,72,72,34,36,68,67,53,25,58,64,49,57.0,21,28,27,12,8,8,8,14,,64+2,64+2,64+2,67-1,67-1,67-1,67-1,67-1,66,66,66,64+2,57+2,57+2,57+2,64+2,48+2,45+2,45+2,45+2,48+2,45+2,41+2,41+2,41+2,45+2,16+2
4426,L. Capezzi,65,66,65.5,Italy,US Salernitana 1919,Right,3,3,178,Medium,Medium,€825K,€7K,210548,62,56,60,67,45,62,65,57,63,64,34,41,66,66,75,64,60,63,52,59,70,63,68,70,64,72,58,58,54,8,13,6,10,9,210548,/player/210548/leonardo-capezzi/230002,23.0,2.0,2022-09-26,L. Capezzi,Leonardo Capezzi,"CM, CDM",65,66,825000.0,7000.0,27,1995-03-28,178,72,110373.0,Salernitana,31.0,Serie A,1.0,SUB,28.0,,2020-09-29,2023.0,27,Italy,,,,Right,3,3,1,Medium/Medium,Normal (170-185),No,1500000.0,,,38.0,59.0,65.0,64.0,59.0,59.0,62,56,60,67,45,62,65,57,63,64,34,41,66,66,75,64,60,63,52,59,70,63,68,70,64,72.0,58,58,54,8,13,6,10,9,,59+2,59+2,59+2,60,61,61,61,60,63+2,63+2,63+2,61+2,65+1,65+1,65+1,61+2,59+2,63+2,63+2,63+2,59+2,58+2,60+2,60+2,60+2,58+2,16+2
